stock,volume
BML.PR.L,641
BLIAQ,6248
CBOE,23155
UGAZ,118761
JGBS,920
MURGF,20
EHTH,8883
MURGY,1299
LMIA,4914
CBNR,800
PRA,5261
MPSYF,610
CBPO,418
ZERO,5950
PRE,13361
PRF,19798
NWRLY,200
PRI,4133
PRH,174
PRK,123
RDSPY,100
HRAA,10000
PRO,2751
PRN,4220
AMKR,37226
PRU,117757
HRAL,254500
PRY,56
IDCC,12982
PSB,460
PSA,20137
OESX,3609
PSF,5127
NSPR,9322
CXEYF,12956
CSGKF,3924
PSJ,1096
PSI,3554
PSL,1202
PSK,2868
HLUYY,16
PSP,297724
PSO,17545
PSR,2
AMLP,134814
PSQ,9348
BPOP,13803
PST,18392
AMLM,700
PSX,192830
OVTI,74929
CSRE,1526
DEST,1370
PTC,45946
BOREF,200
NEE.PR.C,694
PTF,560
PTH,950
TDGCF,1750
BRK.A,32
CBRL,2752
BRK.B,151448
AXAHY,3504
TUES,38077
PTM,6010
NEE.PR.I,416
NEE.PR.H,689
PTN,6798
NEE.PR.J,1607
PTP,1732
NEE.PR.G,2469
PTR,11820
NEE.PR.F,1621
PTY,19975
AXAHF,424
PTX,1084
AMMG,14800
NSTG,1834
RTRAF,7303
NSRS,22730
PUI,98
ZVUE,1000
PUK,12857
CBSH,6586
NSSC,3340
SMGBY,1200
PUW,6
AMNL,38
CSTM,11277
CBRX,200
PVA,115949
CSTI,500
AMNF,1660
XPOI,3000
CSTE,13815
AMNB,1208
PVD,120
PVG,70465
ISCHY,700
PVI,4348
PVH,14897
GDV.PR.A,400
TDEY,10670
GDV.PR.D,775
DVYL,15200
LMOS,264
NBTB,664
DEWM,7976810
AMOV,1520
PVR,18672
GOBK,50
NSFDF,400
XPRT,250
SRDX,1022
IDGC,750000
CSUN,24785
PWB,200
PWC,9090
OCANF,2804
UVVZP,1
CBST,20354
PWE,150325
ZEUS,6184
C.PR.C,1002
BFGIF,450
SRCH,11555
CSWC,5024
LMNR,822
SAAS,1285
C.PR.E,226
SRCE,607
LMNX,5453
C.PR.K,17570
PWO,2
PWR,31406
C.PR.J,1721
AMPW,300
PWV,4694
SRCL,32579
C.PR.N,3062
PWX,6
C.PR.S,193
AMPS,400
C.PR.Q,1601
PWZ,824
HRDN,500496
PHYS,32645
DVYA,841
PFG.PR.B,221
CSVI,675
PXE,1510
ISCHF,615
PXD,74152
ASBRF,100
DVYE,8297
AMPE,15578
PXF,8471
PXI,1528
PXH,44797
AMRE,898
AMRB,600
ROCK,4127
AMRC,596
PXJ,1885
IDHQ,50
PXN,3777
PXQ,1324
SAEE,10000
PXR,266
HSFC.PR.B,685
FLAG,1600
PVTBP,293
BDRBF,11186
HAFC,2408
PYC,200
AMADY,285
BPTH,9811
ROBK,2285
AMSE,2000
AMSF,1634
AMSC,148636
PYK,600
PYN,1089
BAYZF,350
ROBO,28795
PYZ,790
AMRS,225935
AMRN,198159
PZA,11490
SREV,8312
PZC,8688
PZE,12012
PZD,12450
PZG,53602
AMRI,5905
PZI,5345
AMTG,6811
AMTD,68356
PZN,3537
EP.PR.C,648
WJXFF,550
GOFF,360
YSYB,100000
PZT,958
MPWR,7522
AMSG,2010
SRGL,1000
SAEX,110
IDIX,33832
UGLD,9560
AMTX,15852
SAFM,4234
BDRAF,358
SAFT,2565
TDIV,6289
NSYS,2342
SAFS,115217
SAIA,2815
GOHE,500
DNSKF,100
IDLV,85
EDPFY,215
SAIC,8299
FLEX,209280
TUNG,8000
LNCGY,4482
SWDHF,1900
GOGC,2000
AMWD,1278
WMTM,3000
FLDM,2487
GOGO,184100
KRC.PR.G,247
KRC.PR.H,662
EZCH,28364
TUMI,2589
HAIN,14878
PICO,1040
PUBGY,49
MKGAY,8
PICK,3728
SRLP,1800
AVMXY,11294
SRLN,1218
EIDO,42926
IDOG,1938
QLGC,18014
LVMHF,27
HALL,61
DWCH,4534
HALO,39504
RNSGF,1000
DWAS,15022
ROIC,33840
ROIA,597
IDNG,25950
QAI,24040
PICB,3427
JXSB,400
FLIC,605
GOLD,136213
ENH.PR.B,836
ENH.PR.A,589
AMZG,6226
PIEX,2000
SAMG,605
FLIR,23214
NTAP,236527
SAMP,20
QLIK,236209
ROLL,5063
RDEIY,8000
SALE,19493
TRBAA,48837
AOIFF,100
CTBI,2880
SALM,13628
SALT,48913
ECOCQ,400
CTAS,40516
AMZN,165813
CTCM,20113
SRPT,105738
CTCH,26626
IDSA,400
REG.PR.F,1810
QDF,152
NTCT,6412
GOOD,1111
IDST,2000
SAND,50682
TURV,1000
SANB,425
EIGI,4987
IDRA,185063
SANM,15957
GOMO,28681
SANW,12933
SANT,100
QEH,2700
SANP,2350
CCBG,810
CTCT,31424
QEP,51882
FLML,2020
NTEK,48750
NTES,80835
CCCR,2900
HARL,1
CCCL,1116
TDTT,6722
HART,2680
SARA,2304
GOOG,192670
IDSY,100
SAPE,22855
SAPX,360001
IDTI,55608
ROOF,13882
SRTY,158346
CWH.PR.E,478
GORO,58702
CWH.PR.D,2201
CTGO,2
AMSWA,1821
FLOT,15216
SASR,249
ANAD,13838
FLOW,4285
ANAC,119525
NTGR,2089
GCTAF,563
FLPC,90500
NBGIF,143733
AA.PR,160
CTHR,2566
QID,248846
HASI,3822
PIKE,1592
HAST,900
ANAT,1957
ANEWF,277
IAALF,36623
LNCE,12338
CRESY,3920
PINC,7380
CRESW,40000
ANCI,200
LNCO,50651
PZOO,24000
ANCB,600
CTIC,1478639
CTIB,200
CCGM,50
SAVE,22303
EZPW,17412
CCGI,6700
CCIH,10524
LNBB,893
SWGAY,13057
OFIX,894
GRP.U,11
NCFT,1018
CMGGF,97
ROSE,25203
BNPQY,2926
SATS,5109
IDXJ,224
ANDE,6518
WNBD,5000
PDRDY,465
HAUP,5000
ROSG,1828
HUB.B,3011
ROST,77985
CMXHF,100
IDXX,8074
ANCX,332
CTIX,34519
NCIT,1500
GOVT,114
OFLX,765
FLST,1000
QLD,205219
ANEN,16778
CPPMF,25000
GOVX,2625
ATGFF,200
CCIX,41797
ROVI,9541
WNEA,15500
HRZL,3372
HRZN,1451
LNDC,12886
FLRN,2941
HAWK,7644
ANFI,4722
LVMUY,23365
CTLE,17175
STT.PR.C,329
QLTY,84595
HAZH,6460
ANGO,17951
ANGL,682
LNGT,18000
ANGI,67475
NCU.PR.C,587
NCLH,10593
DFNS,1
UHAL,2329
FLTR,764
NTLS,18273
FLTX,1393
QLTA,462
OWOO,300000
HAYN,2116
IBDRY,1
TGSGY,235
QLTI,419
EIRL,14023
SNMCY,200
SGYPW,460
FLWS,4271
CCNI,25100
CCNE,1659
NCNE,2000
ANIP,2476
NKRKY,8
DWSN,653
ANIK,37241
CCMP,12007
CCMO,10
CCOM,1000
CCOI,9227
DWRE,4105
OAOFY,39
EVEIQ,371
DFRG,3217
IVAC,3102
QQQ,4280416
GLNCY,15
NCMI,5486
ROYL,9334
IVAN,302036
ROYT,8343
POAHY,140
TEAR,61740
QRE,7429
ALPMY,5990
IVDA,500
QRM,18150
QLYS,2028
NTRI,12400
CCOP,51600
FLXS,1964
ATXDY,274
ACERF,50000
CTRX,76216
CTRP,138975
CTRN,6218
CTRL,3259
LNKD,274761
SSBI,400
DTEGY,18556
CCRN,25333
THERF,2000
HBAN,435947
TECS,3112
FNFG.PR.B,668
HSCC,66400
QTM,23419
IVFH,200
QTS,5925
CTSO,90000
NWURF,500
PZZA,33751
HSCO,2592750
SBAC,70338
CTSH,1396187
CATYW,1400
PZZI,416
NTRR,24768
NTRS,42085
HSBC,35489
CCSC,242
TECH,17857
PBI.PR.A,113
TECD,4923
PBI.PR.B,2777
TECO,280000
JYHW,100
TECL,5461
RPAI,38337
HSEA,42465
HBCP,604
DANOY,4727
HSEB,4702
CCTC,53225
SBCF,1012
RAMPF,20000
GNCMA,4550
NCTY,7000
SBAY,5000
CCUR,1800
UEXCF,1000
BAC.WS.A,13580
BAC.WS.B,45000
IEFA,17021
CTXE,17050
ELYGF,3000
CTWS,913
TVIX,224492
FMAT,5114
OCR.PR.A,1300
OCR.PR.B,1100
ASTVF,3997
SCMWY,360
CSYJY,600
CTXS,66455
SBDG,119
NTWK,23738
HSIC,18204
FMCC,257388
HSII,947
CCXI,40733
SBGL,46551
CCXE,1008
ANSS,13468
HBHC,12051
SBGI,26298
RPDT,1575
FMBI,6174
SBFM,500
WNRL,1160
CTZN,1150
BFHJD,520
ANTH,13228
HSKA,5579
HBIO,3314
CREAF,200
FMER,30074
IEMG,42790
TELK,1600
QMCI,33800
HNNMY,2475
IELG,5
WNTR,332000
SBKK,600
AMBCF,10000
SSLT,28120
OXBT,49576
DXCM,22476
GPIC,200
DGAZ,180110
SAXPY,900
IVOG,5819
DGAS,29
IVOO,2820
RAD,567730
IVOV,9782
RAI,76041
OSAGF,250
RAS,17792
NABZY,547
RAX,68760
FDMCF,300
HSOL,212554
OXDG,1500
HSON,1101
RIBTW,4000
HBNC,36
NUAN,271133
RBA,24081
WGPLF,9500
RBC,6450
HBNK,600
LMRMF,59010
RBL,900
EXMCQ,9607
RBS,85638
CUBI,1455
HSNI,6717
RBY,164595
SBLK,27453
CUBE,35501
AAL,939085
AAN,22707
CUBA,3601
AAP,26693
RCD,13549
SSNC,10463
AAT,1683
AAU,17400
AAV,2120
RCG,1
RCI,8184
RCL,39823
HT.PR.C,8
SSNI,20250
RYAAY,6418
ABB,186371
ABC,45440
OXFD,499
NDAQ,55583
RCS,8858
ABG,2704
ABM,8430
RDA,13676
IESC,3101
RDC,48171
ABR,326
DXGE,1300
ABT,343723
REXMY,39
RDI,171
ABX,1242458
CUBV,1000
RDN,53307
ACC,22956
OGCP,2001
ACE,35191
SBND,3783
ACG,54769
ACH,2317
RDY,6606
ACI,493576
BRAF,460
SBNK,900
ACM,22532
ACN,140852
ACO,6901
ACP,13283
CUDA,31402
ACT,60911
HSPX,3217
REE,56820
DGEN,1000
ACU,61
ACW,3710
REG,10416
REI,1714
ACY,61
REN,10760
REM,67024
USNZY,100
SBNY,2689
HBOS,801
ADC,5350
WWNTY,135
RES,8960
REV,731
ECPCY,8719
REX,3979
CWVLF,1
REW,29
ADI,418979
REZ,3392
SGGDF,1000
ADK,5
ADM,98452
MDRPF,3000
ADP,237020
ADS,21516
ADT,97459
RFG,8636
CDCO,100
RFI,1092
WSBHF,100
ADX,3683
BRAZ,430
SBRA,8640
CHK.PR.D,300
XRAY,69273
FMNB,400
RFP,8098
AEB,285
BRAQ,2259
AEC,11057
HUSI.PR.H,407
AED,901
AEE,38363
HUSI.PR.G,1760
AEF,1581
HUSI.PR.F,920
RFV,3170
AEG,49460
HUSI.PR.D,375
AEH,2392
BRCM,599074
OGEN,6617
AEK,1597
AEL,463386
AEM,160858
TESO,25505
AEO,587009
AEP,153140
GPOR,54359
RGA,12011
AER,54695
BRCD,143452
RGC,34052
AES,150753
AET,115975
SSRI,122567
AEV,2109
ABCZY,697
HERXF,200
RGI,1027
OXGN,2365
AEY,25712
TESS,432
KGFHY,13
RGP,12266
BRBW,240
RGR,10118
AFA,6281
AFB,35169
AFC,1000
RGT,1439
HUSI.PR.Z,87
RGS,9287
AFG,8446
AFH,360
SBSI,1754
AFK,3396
AFL,51741
BABY,6314
AFM,284
BABZ,34
AFQ,281
BABS,540
VDMCY,97
AFT,9334
ACGBY,144
NUGT,1029179
RHI,28181
AFW,1238
LOAN,2
RHP,5529
RHS,642
AGC,15815
AGD,18026
RHT,46333
MACK,119372
AGG,62681
MRCC,62
AGI,17954
FMNJ,76517
HSTM,944
AGM,2008
AGN,100917
AGO,102922
AGQ,158928
RIC,11397
RIF,925
AGU,22084
RIG,99442
DGIT,4207
SSTK,1615
AGX,1716
AGZ,1918
RIO,83244
TEVA,235914
GPRC,1666
SBSA,840
AHC,1229
DGII,2718
RIT,697
DXJS,2709
GPRE,19465
MRCY,1355
BRDT,39208
AHH,412
BRFS,50988
AHL,11225
OXLC,2
LOCK,39621
RJA,87079
AHP,757
REGRF,100000
AHS,27594
AHT,11843
RJD,1274
BRFH,11000
LOCM,13524
FRCOF,10
RJF,43119
RJI,4970
MZRTF,2000
SBUX,298204
RJN,18507
AIA,2271
AIB,55
RPTP,16441
BREW,3592
AIF,734
AIG,773732
DXKW,2385
FRCOY,1356
RPRX,20156
RJZ,950
DGLD,9655
AIN,831
GALXF,588
BRGO,11458750
AIQ,4539
AIR,11556
NATDF,10500
AIT,2271
AIV,20890
RKH,600
AIW,150
DXLG,1390
AIY,1500
AIZ,24304
SOV.PR.C,4
DBSDY,18
RKT,6472
BTSGY,500
TEXC,15000
AJG,13957
WDGJF,100
ITYBY,5235
BTSDF,400
RLD,827
BHPBF,207
RLI,1642
DGLY,7159
RLH,500
YDIV,838
RLJ,18211
MRIB,160497
SSYS,79578
AKG,10803
RLY,1270
CDII,1000
KLAC,50006
AKP,4553
MRGE,5193
LODE,7729
PETEF,1178
AKR,20159
RMD,29882
AKS,270875
BAGR,1511
ALB,13704
RMT,5895
ALD,1390
ALE,3813
BAGL,2084
ALG,832
ALJ,51993
ALK,17592
ALL,117594
RNA,4418
LOGI,41430
YDKN,1578
ALR,8974
RNE,300
ALU,361920
LOGM,2330
RNG,1640
ALV,11433
RNF,3834
LOGL,1100
ALX,340
RPXC,5563
RNO,2217
VLDI,120
RNN,77122
RNP,7247
AMC,20708
RNR,97990
WBRBY,94
AMD,504570
AME,18807
NDLS,12991
BDTTZ,300
MAIN,8453
AMG,6153
AMH,7363
YUME,1999
ZGNX,108530
AMJ,11517
AMP,28370
BRKS,16327
AMS,200
ROC,14001
AMT,49868
BRKR,35024
DXPE,2025
AMU,757
ROG,1802
AMX,336251
BRKL,32470
MRIN,1812
ROL,3150
ROK,36359
ROM,3060
ROP,11800
CUNB,803
ANF,738152
HESAY,60
ROX,3515
ANH,42515
ANN,127093
MRLN,7488
ANR,328713
RPG,21157
ANV,294869
ANW,7405
PYMXQ,1000
RPM,21168
AOIL,200
BRLI,13422
AOA,14891
AOD,90106
RPT,5603
RPV,17303
AOI,7453
RPX,512
BOTRF,7500
AOK,8946
AOL,42405
AOM,3405
AON,36962
AOR,2792
AOS,12477
DGRE,2200
CDOC,16216
RQI,34685
APA,91032
APB,624
APC,123249
APD,23370
PLGTF,2425
APF,2650
CDNS,119226
APH,24883
API,3410
BRMA,5000
APL,19216
APO,16002
APP,66839
RRC,50492
APT,2462
RRD,50726
APU,3015
WZGRF,1000
HINOY,800
SEARF,11
DGRW,2294
KLIC,74009
MAMS,200
BALT,368140
LOJN,700
RSE,2681
TXCCQ,14191
XRMB,400
RSH,59345
RSG,45412
BANF,802
BANC,2280
IFAS,530
RSP,65848
SVCBY,100
RSO,38133
ARC,16121
RST,2594
ARE,9743
ARG,23513
RSX,197570
ARI,6823
CURE,11159
ARL,220
MRNA,57025
ARN,51
ARO,175057
ARP,3171
MBLTY,115
ARR,146613
HTBX,1193
ARU,1830
ARW,22094
RTI,4021
STBA,1952
RTH,6358
ARX,13113
RTK,29847
ARY,156
RTM,631
RTL,912
HCAP,600
RTN,46873
AKO.B,494
ASA,10248
AKO.A,1200
HTCH,5238
ASC,4300
STBV,6313216
LSTMF,13005
ASG,8384
CSIOY,500
ASH,17707
TWER,32323
BANX,6722
NDRO,13450
HTCO,2344
ASM,10900
BANR,3606
SCAI,1720
ASP,144
LONG,2000
STBZ,1211
NURO,9374
ASR,1151
STAG,10002
ASX,135670
STAA,7070
RUK,2200
IWEB,109400
MANH,2665
CUTR,2015
ATE,400
HTBI,84
HTBK,684
STAR,10828
MWIPD,18106
ATI,37195
XAND,5
MANU,3311
ATK,6879
ATL,3741
MANT,4144
BPWRF,20000
ATO,12112
ATR,7236
STAY,54864
HCCI,3864
ATU,6959
ATV,200
ATW,21737
SCBT,2550
WOOD,1843
ATX,3297
WOOF,7881
RVM,600
CDTI,7400
DXYN,1112
TWGP,299965
RVP,18117
AUD,200
RVT,11841
NUVA,8220
SCCO,212430
LOPE,23391
AUO,94002
AUQ,227083
NUTR,3821
RWG,100
RWJ,8753
HCBK,132433
AUY,577984
RWL,4925
RWK,191
STCC,600
UIHC,19638
RWM,20147
RWO,7896
RWR,10678
AVA,52928
AVB,61858
RWT,23012
BRSS,2082
STCK,2293
IFEU,1416
AVD,4981
RWX,60884
AVG,17414
RWW,42
AVH,10097
NDSN,7786
AVK,8483
AVL,45285
TFER,39424
AVP,94876
LOOK,400
AVT,26427
AVV,1538
RXI,5058
AVX,3060
AVY,17714
EXLLF,200
RXL,4227
MASC,4768
HTGC,23180
MASI,5342
RXN,3830
BASI,3357
AWC,8415
MRTX,2000
ISVLF,500
TWIN,35
AWF,10333
AWH,4319
AWI,14646
APLVF,1200
AWK,31664
XRTX,39515
AWP,64493
AWR,2976
LORL,1840
RYF,3730
BRTE,700
RYE,1711
HTGY,75
IFGL,14218
RYH,924
MARA,160
RYJ,4358
XRSC,1200
RYL,37768
RYN,27851
RYT,5622
OGXI,2039
MARK,1480
AXE,6910
RYU,433
STEM,22949
STEV,13000
AXL,30433
AXN,500
STFC,1471
RZA,524
AXP,248243
MRTN,1313
AXR,96900
AXS,13843
RZG,2116
AXU,51826
CDXS,5900
FNCB,900
RZV,3936
AYI,4134
FNCL,14471
CDXC,47431
AF.PR.C,1204
AYN,207
AOSL,4436
AYR,22603
SCE.PR.G,698
SCE.PR.F,3057
SCE.PR.E,100
SCE.PR.D,100
ELS.PR.C,199
SINGF,373
AZC,600
IFIT,100
MATH,1875
MATL,48
MATR,400
MATW,6561
AZN,142641
MRVC,261
AZO,4247
HTHT,10835
MATX,1318
FOLGF,12250
MRVL,517642
AZZ,2407
SCHZ,19373
SCHX,58058
SCIF,8187
BRXX,10830
SAFRY,153
SCIN,7760
LNVGY,3022
SCIL,8900
DYAI,1315
VLRS,3910
BRZG,269399
BAXS,22077
FNDA,5448
LNEGY,4791
FNDB,4047
FNDC,4752
SCHF,113971
SCHG,19327
FNDE,14280
SCHD,101992
FNDF,4176
SCHE,104938
SCHB,133126
SCHC,22195
STIP,767
SCHA,55589
SCHN,5617
SCHO,36887
SCHL,11319
SCHM,49495
SCHH,30471
SCHV,23388
SCHW,167195
SCHR,26020
FNDX,1086
TWMC,650
SCHP,12633
HCKT,2752
BAYP,100000
VLTC,692
FNGN,2912
BRZV,10000
BRZU,4498
HCLP,20666
IFON,12805
PKBK,200
MAXE,10000
MAXD,85290
STKL,13256
HTLD,37420
HTLF,1571
FNFG,79063
DYAX,14424
SAA,60
IFNA,1300
TWOK,2418
SAH,3955
SAM,2307
STLD,85259
SAN,758202
STNR,1218
SAP,83528
SAR,590
TELNY,2080
VWDRY,29701
ZYCI,50
SCMR,1342
ANFGY,40
SCMP,4096
SBH,161895
NVAX,243094
SBI,6165
STMP,8183
SBR,1665
BAA,31032
FNHC,5540
BAB,26786
BAC,10860760
BEE.PR.C,1
SBS,88692
STML,2901
BEE.PR.A,1180
TELOZ,21
BAF,1720
CVBF,6836
SBW,4823
BAH,10606
SBY,4574
BAK,17074
BAL,102
VLUE,877
BAM,15174
BAP,5923
SCC,28
BAS,25147
SCLN,4495
SCD,5475
SCG,75132
SCI,35500
EAIAF,9500
BAX,81395
DHCC,2200
SCJ,5835
STNG,20900
SCM,133
SCL,4895
SCO,244953
